"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"Kk_063","0.00","0.00","0.39","0.00","0.00","0.00","0.44","0.12","0.00","0.07","0.72","0.13","0.00","0.13","0.63","0.47"
"Kk_064","0.00","0.36","0.18","0.00","0.00","0.35","0.34","0.00","0.00","0.45","0.55","0.10","0.00","0.26","0.18","0.14"
"Kk_065","0.07","0.22","0.00","0.00","0.16","0.14","0.16","0.00","0.31","0.52","0.20","0.00","0.17","0.31","0.44","0.14"
"Kk_066","0.00","0.17","0.00","0.00","0.00","0.37","0.00","0.00","0.00","0.47","0.28","0.00","0.00","0.74","0.38","0.17"
"Kk_067","0.00","0.17","0.00","0.00","0.00","0.42","0.15","0.00","0.00","0.65","0.20","0.00","0.00","0.45","0.40","0.02"
"Kk_068","0.00","0.22","0.00","0.00","0.08","0.25","0.00","0.00","0.22","0.16","0.46","0.00","0.35","0.73","0.31","0.01"
"Kk_069","0.00","0.36","0.00","0.00","0.00","0.42","0.00","0.05","0.00","0.47","0.41","0.19","0.00","0.42","0.30","0.25"
"Kk_070","0.00","0.41","0.00","0.00","0.00","0.46","0.39","0.24","0.00","0.52","0.35","0.10","0.00","0.01","0.21","0.13"
"Kk_071","0.00","0.14","0.08","0.00","0.00","0.43","0.01","0.00","0.00","0.50","0.28","0.00","0.00","0.76","0.63","0.12"
"Kk_072","0.00","0.00","0.31","0.00","0.00","0.00","0.29","0.00","0.00","0.00","0.47","0.27","0.00","0.08","0.81","0.46"
"Kk_073","0.00","0.09","0.00","0.00","0.00","0.41","0.00","0.00","0.00","0.49","0.28","0.30","0.00","0.52","0.44","0.39"
"Kk_074","0.00","0.06","0.18","0.00","0.00","0.23","0.33","0.00","0.00","0.50","0.31","0.00","0.02","0.40","0.36","0.02"
"Kk_075","0.00","0.21","0.00","0.00","0.00","0.41","0.00","0.00","0.10","0.42","0.29","0.00","0.47","0.49","0.33","0.00"
"Kk_076","0.00","0.00","0.31","0.00","0.06","0.00","0.35","0.00","0.04","0.05","0.66","0.06","0.02","0.09","0.60","0.24"
"Kk_077","0.00","0.17","0.10","0.00","0.00","0.27","0.00","0.00","0.00","0.45","0.35","0.00","0.00","0.45","0.41","0.10"
"Kk_078","0.00","0.18","0.00","0.00","0.00","0.37","0.00","0.00","0.00","0.52","0.29","0.00","0.00","0.56","0.35","0.02"
"Kk_079","0.00","0.21","0.00","0.00","0.00","0.40","0.00","0.00","0.00","0.36","0.29","0.11","0.00","0.31","0.69","0.24"
"Kk_080","0.00","0.25","0.00","0.00","0.00","0.37","0.00","0.00","0.00","0.44","0.56","0.00","0.00","0.24","0.49","0.19"
"Kk_081","0.00","0.34","0.00","0.00","0.00","0.35","0.00","0.00","0.00","0.66","0.26","0.00","0.00","0.54","0.45","0.14"
"Kk_082","0.00","0.40","0.00","0.00","0.00","0.45","0.15","0.00","0.00","0.58","0.43","0.00","0.00","0.20","0.43","0.17"
"Kk_083","0.00","0.36","0.00","0.00","0.00","0.46","0.00","0.00","0.00","0.63","0.45","0.07","0.00","0.67","0.41","0.13"
"Kk_084","0.00","0.05","0.24","0.00","0.00","0.29","0.05","0.00","0.00","0.51","0.28","0.11","0.00","0.50","0.61","0.16"
"Kk_085","0.00","0.00","0.32","0.00","0.00","0.00","0.41","0.00","0.00","0.15","0.36","0.09","0.00","0.26","0.68","0.36"
"Kk_086","0.00","0.06","0.32","0.00","0.00","0.25","0.14","0.09","0.00","0.44","0.56","0.05","0.00","0.29","0.45","0.39"
"Kk_087","0.00","0.31","0.00","0.00","0.00","0.48","0.00","0.00","0.00","0.55","0.44","0.06","0.00","0.51","0.49","0.26"
"Kk_088","0.00","0.30","0.00","0.00","0.00","0.43","0.17","0.02","0.00","0.64","0.32","0.00","0.00","0.29","0.41","0.09"
"Kk_089","0.00","0.17","0.26","0.00","0.00","0.25","0.44","0.06","0.00","0.48","0.27","0.00","0.00","0.20","0.40","0.13"
"Kk_090","0.00","0.45","0.00","0.00","0.00","0.53","0.23","0.00","0.00","0.70","0.25","0.00","0.00","0.55","0.25","0.00"
"Kk_091","0.00","0.38","0.00","0.00","0.00","0.46","0.00","0.00","0.00","0.58","0.43","0.00","0.00","0.40","0.57","0.24"
"Kk_092","0.00","0.43","0.00","0.00","0.00","0.53","0.00","0.00","0.00","0.59","0.52","0.02","0.00","0.45","0.34","0.14"
"Kk_093","0.00","0.17","0.20","0.00","0.00","0.31","0.15","0.00","0.00","0.42","0.42","0.01","0.00","0.37","0.50","0.26"
"Kk_094","0.00","0.41","0.00","0.00","0.00","0.46","0.00","0.00","0.07","0.49","0.32","0.00","0.07","0.75","0.30","0.18"
"Kk_095","0.00","0.00","0.19","0.00","0.00","0.07","0.37","0.00","0.00","0.37","0.57","0.13","0.00","0.46","0.45","0.21"
"Kk_096","0.00","0.32","0.00","0.00","0.00","0.40","0.00","0.00","0.00","0.55","0.51","0.00","0.00","0.78","0.46","0.37"
"Kk_097","0.00","0.00","0.35","0.00","0.00","0.13","0.48","0.04","0.00","0.40","0.47","0.00","0.00","0.15","0.52","0.34"
"Kk_098","0.00","0.20","0.16","0.00","0.00","0.45","0.03","0.07","0.00","0.58","0.46","0.01","0.00","0.48","0.46","0.17"
"Kk_099","0.00","0.30","0.00","0.00","0.00","0.46","0.00","0.00","0.01","0.62","0.44","0.17","0.12","0.53","0.50","0.18"
"Kk_100","0.00","0.35","0.00","0.00","0.02","0.43","0.03","0.00","0.29","0.54","0.08","0.00","0.09","0.57","0.15","0.00"
"L_001","0.06","0.37","0.00","0.00","0.04","0.46","0.00","0.00","0.04","0.40","0.07","0.11","0.04","0.50","0.37","0.09"
"L_002","0.00","0.18","0.00","0.00","0.00","0.33","0.00","0.00","0.00","0.46","0.16","0.12","0.01","0.15","0.25","0.00"
"L_003","0.00","0.00","0.39","0.00","0.00","0.05","0.33","0.00","0.00","0.20","0.16","0.03","0.00","0.18","0.51","0.09"
"L_004","0.00","0.15","0.01","0.00","0.00","0.29","0.12","0.00","0.00","0.36","0.11","0.02","0.00","0.27","0.41","0.04"
"L_005","0.00","0.00","0.29","0.00","0.00","0.13","0.30","0.00","0.00","0.31","0.17","0.01","0.00","0.24","0.50","0.03"
"L_006","0.00","0.26","0.07","0.00","0.00","0.50","0.00","0.00","0.00","0.55","0.11","0.01","0.00","0.33","0.31","0.00"
"L_007","0.00","0.44","0.00","0.00","0.00","0.51","0.00","0.00","0.00","0.49","0.00","0.00","0.00","0.50","0.49","0.27"
"L_008","0.00","0.26","0.00","0.00","0.00","0.40","0.00","0.00","0.00","0.54","0.19","0.00","0.01","0.21","0.18","0.00"
"L_009","0.06","0.25","0.00","0.00","0.00","0.40","0.00","0.00","0.05","0.39","0.02","0.00","0.04","0.41","0.19","0.00"
"L_010","0.00","0.36","0.00","0.00","0.00","0.38","0.00","0.00","0.07","0.50","0.17","0.00","0.02","0.27","0.12","0.00"
"L_011","0.00","0.10","0.02","0.00","0.00","0.40","0.04","0.00","0.00","0.49","0.00","0.00","0.00","0.40","0.44","0.07"
"L_012","0.00","0.12","0.21","0.00","0.00","0.21","0.23","0.00","0.00","0.29","0.26","0.03","0.00","0.17","0.34","0.17"
"L_013","0.00","0.35","0.00","0.00","0.00","0.34","0.00","0.00","0.00","0.49","0.00","0.00","0.00","0.61","0.48","0.38"
"L_014","0.00","0.07","0.14","0.00","0.00","0.33","0.07","0.00","0.00","0.49","0.00","0.00","0.00","0.51","0.54","0.28"
"L_015","0.00","0.25","0.00","0.00","0.00","0.39","0.00","0.00","0.00","0.46","0.00","0.00","0.00","0.59","0.46","0.19"
"L_016","0.00","0.12","0.00","0.00","0.00","0.36","0.00","0.00","0.00","0.51","0.00","0.00","0.00","0.59","0.29","0.20"
"L_017","0.00","0.28","0.00","0.00","0.00","0.45","0.00","0.00","0.00","0.55","0.00","0.00","0.00","0.63","0.39","0.13"
"L_018","0.00","0.09","0.22","0.00","0.00","0.24","0.15","0.00","0.00","0.34","0.17","0.00","0.00","0.17","0.49","0.15"
"L_019","0.00","0.38","0.00","0.00","0.00","0.51","0.00","0.00","0.00","0.53","0.00","0.00","0.00","0.60","0.45","0.18"
"L_020","0.00","0.31","0.00","0.00","0.00","0.44","0.00","0.00","0.00","0.46","0.04","0.00","0.00","0.36","0.36","0.00"
"L_021","0.00","0.38","0.00","0.00","0.00","0.41","0.00","0.00","0.00","0.57","0.20","0.19","0.00","0.45","0.20","0.10"
"L_022","0.00","0.08","0.31","0.00","0.00","0.37","0.12","0.00","0.00","0.50","0.00","0.00","0.00","0.50","0.51","0.06"
"L_023","0.00","0.10","0.25","0.00","0.00","0.37","0.02","0.00","0.00","0.61","0.39","0.23","0.00","0.08","0.04","0.00"
"L_024","0.00","0.29","0.00","0.00","0.06","0.39","0.00","0.00","0.24","0.11","0.00","0.00","0.29","0.52","0.28","0.00"
"L_025","0.00","0.44","0.00","0.00","0.00","0.53","0.00","0.00","0.00","0.56","0.07","0.03","0.05","0.46","0.31","0.20"
"L_026","0.02","0.30","0.09","0.00","0.04","0.34","0.03","0.00","0.00","0.41","0.00","0.00","0.00","0.31","0.47","0.23"
"L_027","0.00","0.17","0.18","0.00","0.00","0.37","0.04","0.00","0.00","0.40","0.07","0.09","0.00","0.24","0.34","0.05"
"L_028","0.00","0.06","0.03","0.00","0.00","0.30","0.08","0.00","0.00","0.45","0.01","0.00","0.00","0.23","0.51","0.15"
"L_029","0.00","0.00","0.08","0.06","0.00","0.00","0.33","0.06","0.00","0.00","0.48","0.00","0.00","0.00","0.38","0.48"
"L_030","0.00","0.00","0.35","0.00","0.00","0.02","0.46","0.00","0.00","0.24","0.43","0.25","0.00","0.04","0.24","0.11"
"L_031","0.00","0.36","0.00","0.00","0.00","0.45","0.00","0.00","0.00","0.52","0.20","0.02","0.00","0.17","0.21","0.00"
"L_032","0.00","0.36","0.00","0.00","0.00","0.45","0.00","0.00","0.09","0.46","0.27","0.05","0.01","0.29","0.12","0.00"
"L_033","0.00","0.37","0.00","0.00","0.00","0.48","0.00","0.00","0.02","0.55","0.16","0.00","0.02","0.30","0.05","0.00"
"L_034","0.00","0.44","0.00","0.00","0.00","0.56","0.00","0.00","0.00","0.66","0.53","0.36","0.00","0.02","0.00","0.00"
"L_035","0.00","0.17","0.22","0.00","0.00","0.50","0.03","0.00","0.00","0.49","0.00","0.00","0.00","0.43","0.41","0.08"
"L_036","0.06","0.25","0.00","0.00","0.19","0.13","0.00","0.00","0.26","0.31","0.27","0.00","0.00","0.13","0.00","0.00"
"L_037","0.00","0.07","0.28","0.00","0.00","0.31","0.15","0.00","0.00","0.45","0.04","0.00","0.00","0.25","0.36","0.16"
"L_038","0.00","0.03","0.24","0.00","0.00","0.15","0.26","0.00","0.00","0.42","0.11","0.25","0.00","0.18","0.36","0.14"
"L_039","0.00","0.28","0.17","0.00","0.00","0.51","0.04","0.00","0.00","0.54","0.14","0.00","0.00","0.08","0.31","0.00"
"L_040","0.00","0.34","0.00","0.00","0.00","0.48","0.00","0.00","0.00","0.54","0.26","0.00","0.00","0.27","0.25","0.04"
"L_041","0.00","0.14","0.16","0.00","0.00","0.25","0.11","0.00","0.00","0.31","0.57","0.47","0.00","0.00","0.00","0.00"
"L_042","0.00","0.45","0.00","0.00","0.00","0.46","0.00","0.00","0.00","0.62","0.41","0.17","0.00","0.03","0.00","0.00"
"L_043","0.00","0.37","0.00","0.00","0.00","0.48","0.00","0.00","0.00","0.43","0.55","0.44","0.00","0.00","0.00","0.00"
"L_044","0.00","0.09","0.18","0.00","0.00","0.34","0.06","0.00","0.00","0.32","0.49","0.48","0.00","0.01","0.04","0.00"
"L_045","0.00","0.43","0.00","0.00","0.00","0.52","0.00","0.00","0.00","0.65","0.52","0.17","0.00","0.04","0.00","0.00"
"L_046","0.00","0.47","0.00","0.00","0.00","0.53","0.01","0.06","0.00","0.38","0.52","0.22","0.00","0.00","0.00","0.00"
"L_047","0.00","0.00","0.41","0.00","0.00","0.00","0.55","0.00","0.00","0.00","0.74","0.42","0.00","0.00","0.00","0.00"
"L_048","0.00","0.00","0.41","0.00","0.00","0.15","0.36","0.00","0.00","0.27","0.43","0.27","0.00","0.08","0.12","0.02"
"L_049","0.00","0.03","0.17","0.00","0.00","0.27","0.16","0.00","0.00","0.54","0.05","0.00","0.00","0.39","0.50","0.34"
"L_050","0.00","0.30","0.00","0.00","0.00","0.55","0.00","0.00","0.00","0.74","0.49","0.05","0.00","0.22","0.00","0.01"
"L_051","0.02","0.29","0.00","0.00","0.01","0.49","0.00","0.00","0.02","0.52","0.40","0.32","0.02","0.07","0.06","0.00"
"L_052","0.02","0.07","0.00","0.00","0.17","0.13","0.00","0.00","0.27","0.31","0.37","0.35","0.04","0.20","0.07","0.00"
"L_053","0.00","0.00","0.14","0.00","0.00","0.05","0.37","0.00","0.00","0.20","0.24","0.00","0.00","0.28","0.55","0.34"
"L_054","0.00","0.00","0.35","0.00","0.00","0.00","0.49","0.00","0.00","0.04","0.44","0.00","0.00","0.07","0.63","0.38"
"L_055","0.00","0.00","0.35","0.00","0.00","0.00","0.42","0.00","0.00","0.17","0.35","0.15","0.02","0.11","0.34","0.12"
"L_056","0.00","0.33","0.00","0.00","0.00","0.53","0.00","0.00","0.00","0.60","0.35","0.14","0.00","0.21","0.13","0.01"
"L_057","0.00","0.34","0.00","0.00","0.00","0.46","0.00","0.00","0.08","0.63","0.46","0.00","0.00","0.06","0.00","0.00"
"L_058","0.00","0.39","0.00","0.00","0.00","0.43","0.00","0.00","0.00","0.53","0.34","0.44","0.00","0.26","0.10","0.02"
"L_059","0.00","0.46","0.00","0.00","0.00","0.54","0.00","0.00","0.00","0.59","0.00","0.00","0.03","0.55","0.34","0.04"
"L_060","0.00","0.35","0.00","0.00","0.00","0.51","0.00","0.00","0.00","0.64","0.40","0.07","0.00","0.18","0.01","0.00"
"L_061","0.00","0.30","0.12","0.00","0.00","0.56","0.00","0.00","0.00","0.65","0.00","0.00","0.00","0.42","0.45","0.15"
"L_062","0.00","0.11","0.36","0.00","0.00","0.27","0.30","0.00","0.00","0.36","0.42","0.17","0.00","0.06","0.22","0.20"
"L_063","0.00","0.15","0.03","0.00","0.00","0.49","0.00","0.00","0.00","0.61","0.00","0.07","0.00","0.42","0.49","0.25"
"L_064","0.00","0.37","0.00","0.00","0.00","0.54","0.00","0.00","0.00","0.57","0.00","0.07","0.00","0.32","0.47","0.15"
"L_065","0.00","0.45","0.00","0.00","0.00","0.52","0.00","0.00","0.00","0.58","0.03","0.05","0.00","0.36","0.40","0.17"
"L_066","0.00","0.17","0.08","0.00","0.00","0.35","0.18","0.00","0.00","0.46","0.09","0.00","0.00","0.57","0.45","0.31"
"L_067","0.00","0.21","0.00","0.00","0.09","0.30","0.00","0.00","0.34","0.16","0.00","0.00","0.26","0.55","0.45","0.08"
"L_068","0.00","0.33","0.00","0.00","0.00","0.49","0.00","0.00","0.00","0.51","0.00","0.00","0.00","0.53","0.42","0.15"
"L_069","0.00","0.42","0.00","0.00","0.00","0.56","0.00","0.00","0.01","0.51","0.17","0.00","0.02","0.39","0.25","0.07"
"L_070","0.00","0.34","0.00","0.00","0.00","0.57","0.00","0.00","0.00","0.57","0.00","0.00","0.00","0.44","0.46","0.11"
"L_071","0.00","0.00","0.23","0.00","0.00","0.00","0.57","0.00","0.00","0.00","0.61","0.00","0.00","0.00","0.75","0.48"
"L_072","0.00","0.08","0.17","0.00","0.00","0.30","0.18","0.00","0.00","0.35","0.17","0.00","0.00","0.24","0.51","0.46"
"L_073","0.00","0.24","0.00","0.00","0.00","0.54","0.00","0.00","0.00","0.62","0.00","0.00","0.00","0.65","0.56","0.21"
"L_074","0.00","0.17","0.00","0.00","0.10","0.30","0.00","0.00","0.14","0.54","0.38","0.10","0.00","0.14","0.07","0.00"
"L_075","0.00","0.25","0.07","0.00","0.00","0.60","0.00","0.00","0.00","0.61","0.20","0.36","0.00","0.34","0.20","0.09"
"L_076","0.03","0.23","0.00","0.00","0.04","0.41","0.00","0.00","0.02","0.50","0.11","0.11","0.04","0.22","0.31","0.04"
"L_077","0.00","0.20","0.00","0.00","0.00","0.45","0.00","0.00","0.00","0.44","0.12","0.00","0.02","0.42","0.19","0.00"
"L_078","0.00","0.20","0.00","0.00","0.00","0.55","0.00","0.00","0.00","0.62","0.32","0.00","0.00","0.11","0.05","0.00"
"L_079","0.00","0.18","0.06","0.00","0.00","0.50","0.00","0.00","0.00","0.61","0.25","0.00","0.00","0.19","0.13","0.00"
"L_080","0.00","0.00","0.55","0.00","0.00","0.07","0.38","0.00","0.00","0.40","0.31","0.14","0.00","0.14","0.25","0.13"
"L_081","0.00","0.34","0.00","0.00","0.01","0.40","0.00","0.00","0.13","0.45","0.34","0.00","0.03","0.27","0.03","0.01"
"L_082","0.00","0.32","0.02","0.00","0.00","0.59","0.00","0.00","0.00","0.67","0.40","0.18","0.02","0.15","0.09","0.00"
"L_083","0.00","0.16","0.00","0.00","0.00","0.36","0.00","0.00","0.00","0.48","0.31","0.32","0.00","0.09","0.14","0.26"
"L_084","0.00","0.10","0.21","0.00","0.00","0.32","0.08","0.00","0.00","0.55","0.15","0.16","0.01","0.14","0.25","0.00"
"L_085","0.00","0.10","0.12","0.00","0.00","0.38","0.07","0.00","0.00","0.43","0.02","0.00","0.00","0.34","0.66","0.40"
"L_086","0.00","0.34","0.02","0.00","0.00","0.56","0.00","0.00","0.00","0.62","0.13","0.15","0.00","0.38","0.34","0.23"
"L_087","0.00","0.21","0.11","0.00","0.00","0.48","0.00","0.00","0.00","0.53","0.18","0.02","0.00","0.21","0.30","0.09"
"L_088","0.02","0.22","0.00","0.00","0.21","0.11","0.00","0.00","0.33","0.19","0.25","0.00","0.07","0.30","0.03","0.00"
"L_089","0.00","0.26","0.00","0.00","0.00","0.33","0.00","0.00","0.14","0.41","0.22","0.00","0.04","0.28","0.12","0.00"
"L_090","0.00","0.04","0.06","0.00","0.00","0.45","0.02","0.00","0.00","0.57","0.00","0.03","0.00","0.51","0.52","0.14"
"L_091","0.00","0.23","0.07","0.00","0.00","0.45","0.00","0.00","0.00","0.48","0.00","0.08","0.00","0.58","0.48","0.20"
"L_092","0.00","0.21","0.07","0.00","0.00","0.49","0.00","0.00","0.00","0.70","0.35","0.08","0.01","0.24","0.15","0.03"
"L_093","0.00","0.13","0.12","0.00","0.00","0.41","0.07","0.00","0.00","0.55","0.11","0.24","0.00","0.14","0.33","0.04"
"L_094","0.00","0.00","0.40","0.00","0.00","0.03","0.40","0.00","0.00","0.31","0.18","0.00","0.00","0.30","0.52","0.40"
"L_095","0.00","0.04","0.36","0.00","0.00","0.23","0.34","0.00","0.00","0.45","0.07","0.02","0.00","0.34","0.56","0.37"
"L_096","0.00","0.00","0.33","0.00","0.00","0.01","0.45","0.00","0.00","0.25","0.21","0.00","0.00","0.35","0.55","0.31"
"L_097","0.00","0.00","0.42","0.00","0.00","0.14","0.36","0.00","0.00","0.42","0.12","0.11","0.00","0.32","0.49","0.11"
"L_098","0.00","0.00","0.20","0.00","0.00","0.08","0.35","0.00","0.00","0.43","0.40","0.28","0.00","0.10","0.15","0.04"
"L_099","0.00","0.30","0.00","0.00","0.00","0.53","0.00","0.00","0.00","0.55","0.15","0.11","0.00","0.43","0.21","0.20"
"L_100","0.00","0.25","0.01","0.00","0.00","0.59","0.00","0.00","0.00","0.75","0.40","0.31","0.00","0.11","0.00","0.00"
"Ll_001","0.02","0.00","0.07","0.56","0.02","0.00","0.46","0.04","0.00","0.25","0.52","0.00","0.00","0.21","0.36","0.09"
"Ll_002","0.00","0.00","0.49","0.30","0.00","0.02","0.63","0.00","0.00","0.44","0.34","0.00","0.00","0.07","0.41","0.00"
"Ll_003","0.00","0.01","0.66","0.10","0.00","0.23","0.41","0.00","0.01","0.73","0.12","0.00","0.00","0.19","0.54","0.01"
"Ll_004","0.00","0.00","0.60","0.12","0.00","0.15","0.44","0.00","0.00","0.65","0.12","0.00","0.00","0.19","0.46","0.51"
"Ll_005","0.00","0.00","0.63","0.11","0.00","0.01","0.60","0.00","0.00","0.50","0.30","0.00","0.02","0.25","0.39","0.00"
"Ll_006","0.00","0.00","0.64","0.16","0.00","0.04","0.49","0.00","0.00","0.42","0.45","0.00","0.02","0.06","0.51","0.11"
"Ll_007","0.00","0.00","0.74","0.00","0.00","0.09","0.50","0.00","0.03","0.47","0.43","0.00","0.11","0.04","0.57","0.02"
"Ll_008","0.00","0.00","0.00","0.53","0.00","0.00","0.06","0.70","0.00","0.00","0.31","0.27","0.01","0.00","0.45","0.13"
"Ll_009","0.00","0.00","0.32","0.45","0.00","0.00","0.68","0.07","0.00","0.17","0.53","0.00","0.00","0.28","0.47","0.00"
"Ll_010","0.00","0.00","0.53","0.22","0.00","0.06","0.65","0.00","0.01","0.49","0.48","0.00","0.05","0.05","0.50","0.14"
"Ll_011","0.00","0.00","0.33","0.52","0.00","0.00","0.50","0.11","0.00","0.07","0.84","0.00","0.00","0.16","0.59","0.14"
"Ll_012","0.00","0.00","0.00","0.74","0.00","0.00","0.15","0.43","0.00","0.05","0.68","0.26","0.00","0.11","0.31","0.30"
"Ll_013","0.00","0.00","0.50","0.11","0.00","0.01","0.70","0.00","0.00","0.44","0.54","0.00","0.14","0.18","0.55","0.02"
"Ll_014","0.00","0.00","0.40","0.33","0.00","0.00","0.73","0.03","0.00","0.33","0.42","0.00","0.00","0.49","0.27","0.01"
"Ll_015","0.00","0.00","0.00","0.65","0.00","0.00","0.24","0.35","0.00","0.05","0.58","0.26","0.00","0.15","0.22","0.46"
"Ll_016","0.00","0.00","0.42","0.32","0.00","0.00","0.62","0.00","0.00","0.33","0.51","0.00","0.00","0.12","0.55","0.00"
"Ll_017","0.00","0.00","0.70","0.06","0.00","0.08","0.52","0.00","0.00","0.68","0.19","0.00","0.07","0.25","0.31","0.00"
"Ll_018","0.00","0.00","0.35","0.40","0.00","0.00","0.57","0.08","0.00","0.26","0.70","0.00","0.00","0.30","0.52","0.28"
"Ll_019","0.00","0.00","0.57","0.17","0.00","0.07","0.54","0.00","0.00","0.59","0.30","0.00","0.07","0.12","0.60","0.40"
"Ll_020","0.00","0.00","0.61","0.06","0.00","0.05","0.55","0.00","0.01","0.58","0.34","0.00","0.18","0.14","0.42","0.12"
"Ll_021","0.00","0.00","0.39","0.31","0.00","0.00","0.72","0.01","0.00","0.15","0.48","0.00","0.00","0.31","0.50","0.00"
"Ll_022","0.00","0.07","0.57","0.00","0.00","0.35","0.23","0.00","0.13","0.66","0.08","0.00","0.19","0.26","0.33","0.00"
"Ll_023","0.00","0.00","0.72","0.00","0.00","0.03","0.47","0.00","0.00","0.51","0.23","0.00","0.23","0.26","0.45","0.02"
"Ll_024","0.00","0.00","0.36","0.38","0.00","0.00","0.61","0.17","0.00","0.16","0.61","0.00","0.00","0.20","0.59","0.23"
"Ll_025","0.00","0.00","0.42","0.47","0.00","0.00","0.59","0.05","0.00","0.36","0.60","0.00","0.00","0.20","0.69","0.00"
"Ll_026","0.00","0.00","0.44","0.00","0.00","0.00","0.54","0.00","0.00","0.10","0.70","0.04","0.00","0.40","0.09","0.20"
"Ll_027","0.00","0.00","0.45","0.29","0.00","0.01","0.71","0.01","0.00","0.14","0.42","0.00","0.00","0.39","0.48","0.00"
"Ll_028","0.00","0.13","0.54","0.00","0.00","0.26","0.34","0.00","0.00","0.49","0.07","0.00","0.02","0.68","0.10","0.00"
"Ll_029","0.00","0.00","0.48","0.08","0.00","0.00","0.66","0.00","0.00","0.28","0.56","0.00","0.02","0.40","0.47","0.10"
"Ll_030","0.00","0.00","0.41","0.31","0.00","0.00","0.63","0.13","0.00","0.07","0.58","0.00","0.00","0.42","0.49","0.18"
"Ll_031","0.00","0.00","0.00","0.52","0.00","0.00","0.01","0.49","0.00","0.00","0.21","0.28","0.01","0.01","0.29","0.35"
"Ll_032","0.00","0.00","0.55","0.17","0.00","0.00","0.68","0.00","0.00","0.22","0.52","0.00","0.01","0.19","0.47","0.00"
"Ll_033","0.00","0.00","0.58","0.00","0.00","0.00","0.65","0.00","0.00","0.33","0.43","0.00","0.03","0.31","0.45","0.00"
"Ll_034","0.00","0.00","0.45","0.29","0.00","0.00","0.58","0.04","0.00","0.13","0.35","0.00","0.00","0.36","0.33","0.02"
"Ll_035","0.00","0.00","0.31","0.41","0.00","0.00","0.52","0.08","0.00","0.15","0.63","0.00","0.01","0.31","0.40","0.00"
"Ll_036","0.00","0.00","0.41","0.27","0.00","0.00","0.55","0.00","0.00","0.25","0.52","0.00","0.00","0.26","0.58","0.07"
"Ll_037","0.00","0.01","0.66","0.02","0.00","0.13","0.41","0.00","0.00","0.54","0.18","0.00","0.00","0.29","0.50","0.05"
"Ll_038","0.00","0.00","0.46","0.31","0.00","0.00","0.62","0.16","0.00","0.13","0.46","0.00","0.00","0.18","0.44","0.00"
"Ll_039","0.00","0.00","0.26","0.46","0.00","0.00","0.42","0.32","0.00","0.00","0.61","0.04","0.00","0.30","0.61","0.35"
"Ll_040","0.00","0.00","0.38","0.35","0.00","0.00","0.53","0.21","0.00","0.08","0.56","0.00","0.00","0.12","0.52","0.25"
